match_id,player_id,team_id,opponent_team_id,position_bucket,official_start_ts,is_home,minutes,stat_pts
0022300109,1631093,1610612765,1610612760,NBA,2023-10-30,0.0,19.283333333333335,20.0
0022300109,1631096,1610612760,1610612765,NBA,2023-10-30,1.0,24.035,14.0
0022300109,1641717,1610612760,1610612765,NBA,2023-10-30,1.0,21.883333333333333,4.0
0022300110,1629008,1610612743,1610612762,NBA,2023-10-30,1.0,18.6,8.0
0022300110,1629012,1610612762,1610612743,NBA,2023-10-30,0.0,16.85,12.0
0022300110,1630534,1610612762,1610612743,NBA,2023-10-30,0.0,14.638333333333334,0.0
0022300110,1631128,1610612743,1610612762,NBA,2023-10-30,1.0,30.016666666666666,9.0
0022300110,1631212,1610612743,1610612762,NBA,2023-10-30,1.0,15.016666666666667,5.0
0022300110,202704,1610612743,1610612762,NBA,2023-10-30,1.0,18.766666666666666,4.0
0022300110,203482,1610612762,1610612743,NBA,2023-10-30,0.0,18.2,3.0
0022300110,203999,1610612743,1610612762,NBA,2023-10-30,1.0,35.22666666666667,27.0
0022300111,1627752,1610612747,1610612753,NBA,2023-10-30,1.0,26.466666666666665,4.0
0022300111,1629021,1610612753,1610612747,NBA,2023-10-30,0.0,11.483333333333333,5.0
0022300111,1630175,1610612753,1610612747,NBA,2023-10-30,0.0,21.15,12.0
0022300111,1630559,1610612747,1610612753,NBA,2023-10-30,1.0,31.316666666666666,11.0
0022300111,1631094,1610612753,1610612747,NBA,2023-10-30,0.0,30.466666666666665,9.0
0022300112,1627777,1610612739,1610612752,NBA,2023-10-31,1.0,24.233333333333334,11.0
0022300112,1628404,1610612752,1610612739,NBA,2023-10-31,0.0,27.983333333333334,5.0
0022300112,1628973,1610612752,1610612739,NBA,2023-10-31,0.0,33.666666666666664,19.0
0022300112,1628978,1610612752,1610612739,NBA,2023-10-31,0.0,15.0,3.0
0022300113,1630200,1610612759,1610612756,NBA,2023-10-31,0.0,23.75,10.0
0022300114,1629021,1610612753,1610612746,NBA,2023-10-31,0.0,14.366666666666667,13.0
0022300114,1630175,1610612753,1610612746,NBA,2023-10-31,0.0,17.516666666666666,10.0
0022300114,1631094,1610612753,1610612746,NBA,2023-10-31,0.0,32.05,15.0
0022300115,1631093,1610612765,1610612757,NBA,2023-11-01,1.0,21.55,10.0
0022300116,1626166,1610612749,1610612761,NBA,2023-11-01,0.0,19.1,4.0
0022300116,1626171,1610612749,1610612761,NBA,2023-11-01,0.0,18.7,10.0
0022300116,1627736,1610612749,1610612761,NBA,2023-11-01,0.0,25.25,20.0
0022300116,1627783,1610612761,1610612749,NBA,2023-11-01,1.0,32.9,26.0
0022300116,201572,1610612749,1610612761,NBA,2023-11-01,0.0,16.65,6.0
0022300116,203471,1610612761,1610612749,NBA,2023-11-01,1.0,28.6,24.0
0022300117,1627749,1610612737,1610612764,NBA,2023-11-01,1.0,33.983333333333334,24.0
0022300117,1629673,1610612764,1610612737,NBA,2023-11-01,0.0,20.483333333333334,13.0
0022300117,1630557,1610612764,1610612737,NBA,2023-11-01,0.0,13.806666666666667,2.0
0022300117,203992,1610612737,1610612764,NBA,2023-11-01,1.0,23.016666666666666,12.0
0022300118,1626167,1610612754,1610612738,NBA,2023-11-01,0.0,21.733333333333334,8.0
0022300118,1627741,1610612754,1610612738,NBA,2023-11-01,0.0,23.666666666666668,7.0
0022300118,1630167,1610612754,1610612738,NBA,2023-11-01,0.0,24.923333333333332,11.0
0022300118,1630202,1610612738,1610612754,NBA,2023-11-01,1.0,26.25,15.0
