player_id,match_id,line_value
1627752,0022300650,9.5
1627752,0022300662,8.5
1627752,0022300669,8.5
1627752,0022300684,7.5
1627752,0022300701,7.5
1627752,0022300713,7.5
1627752,0022300740,9.5
1627752,0022300747,11.5
1627752,0022300776,10.5
1627752,0022300788,9.5
1627752,0022300802,8.5
1627752,0022300813,9.5
1627752,0022300818,7.5
1627752,0022300848,8.5
1627752,0022300856,7.5
1627752,0022300869,5.5
1627752,0022300884,3.5
1627752,0022300901,5.5
1627752,0022300915,5.5
1627752,0022300932,6.5
1627752,0022300954,7.5
1627752,0022300973,8.5
1627752,0022300990,7.5
1627752,0022301032,7.5
1627752,0022301045,8.5
1627752,0022301055,9.5
1627752,0022301063,10.5
1627752,0022301078,10.5
1627752,0022301094,8.5
1627752,0022301103,7.5
1627752,0022301127,6.5
1627752,0022301143,7.5
1627752,0022301155,7.5
1627752,0022301177,7.5
1627752,0022301195,8.5
1627777,0022300081,0.5
1627777,0022300091,1.5
1627777,0022300112,3.5
1627777,0022300120,5.5
1627777,0022300001,5.5
1627777,0022300142,7.5
1627777,0022300167,8.5
1627777,0022300176,8.5
1627777,0022300191,6.5
1627777,0022300199,7.5
1627777,0022300030,6.5
1627777,0022300210,7.5
1627777,0022300040,8.5
1627777,0022300229,10.5
1627777,0022300242,10.5
1627777,0022300251,11.5
1627777,0022300055,11.5
1627777,0022300265,11.5
1627777,0022300283,10.5
1627777,0022301205,10.5
1627777,0022301220,10.5
1627777,0022300294,11.5
1627777,0022300305,8.5
1627777,0022300319,7.5
1627777,0022300336,6.5
1627777,0022300349,4.5
1627777,0022300364,3.5
1627777,0022300375,6.5
1627777,0022300396,8.5
1627777,0022300420,8.5
1627777,0022300433,11.5
1627777,0022300452,10.5
1627777,0022300465,8.5
1627777,0022300482,9.5
1627777,0022300497,11.5
1627777,0022300527,10.5
1627777,0022300561,11.5
1627777,0022300572,11.5
1627777,0022300595,15.5
1627777,0022300607,15.5
1627777,0022300624,15.5
1627777,0022300639,16.5
1627777,0022300658,16.5
1627777,0022300675,11.5
1627777,0022300687,9.5
1627777,0022300703,8.5
1627777,0022300714,6.5
1627777,0022300728,4.5
1627777,0022300735,4.5
1627777,0022300756,5.5
1627777,0022300762,7.5
1627777,0022300781,7.5
1627777,0022300792,8.5
1627777,0022300805,9.5
1627777,0022300820,8.5
1627777,0022300832,7.5
1627777,0022300846,9.5
1627777,0022300857,7.5
1627777,0022300876,6.5
1627777,0022300886,4.5
1627777,0022300895,4.5
1627777,0022300911,5.5
1627777,0022300930,8.5
1627777,0022300934,11.5
1627777,0022300951,13.5
1627777,0022300967,14.5
